autoID,ScopeItemID,Description,LOB,BusinessArea,Status,AE,AR,AT,AU,BE,BG,BR,CA,CH,CL,CN,CO,CZ,DE,DK,EG,ES,FI,FR,GB,GR,HK,HR,HU,ID,IE,IL,IND,IT,JP,KR,KW,KZ,LU,MX,MY,NL,NR,NZ,OM,PE,PH,PL,PT,QA,RO,RS,RU,SA,SE,SG,SI,SK,TH,TR,TW,UA,US,ZA,Non_Localised
565,1HO,Intercompany Sales Order Processing - Domestic,Sales,Order and Contract Management,Available,Released,No,Released,Released,Released,Released,No,Released,Released,Released,Released,Released,Released,Released,Released,Released,Released,Released,Released,Released,Released,Released,Released,Released,Released,Released,Released,Released,Released,Released,Released,Released,Released,Released,Released,Released,Released,Released,Released,Released,Released,Released,Released,Released,Released,Released,Released,Released,Released,Released,Released,Released,Released,Released,Released,Released,Released,Released,Released,Released
566,1MX,Intercompany Sales Order Processing - International,Sales,Order and Contract Management,Available,Released,No,Released,Released,Released,Released,No,Released,Released,Released,Released,Released,Released,Released,Released,Released,Released,Released,Released,Released,Released,Released,Released,Released,Released,Released,Released,Released,Released,Released,Released,Released,Released,Released,Released,Released,Released,Released,Released,Released,Released,Released,Released,Released,Released,Released,Released,No,Released,Released,Released,Released,Released,Released,Released,Released,Released,Released,Released,Released
567,6GC,Intercompany Sales Order Processing - Make-to-Order,Sales,Order and Contract Management,Available,Released,No,Released,Released,Released,No,No,Released,Released,No,No,No,Released,Released,Released,No,Released,Released,Released,Released,No,Released,No,No,Released,Released,No,Released,Released,Released,No,No,No,Released,Released,Released,Released,Released,Released,No,No,Released,Released,No,No,Released,No,No,Released,Released,Released,No,Released,Released,Released,Released,No,Released,Released,Released
568,1P9,Intercompany Stock Transfer,Sales,Order and Contract Management,Available,Released,Released,Released,Released,Released,Released,No,Released,Released,No,Released,Released,Released,Released,Released,Released,Released,Released,Released,Released,Released,Released,Released,Released,Released,Released,No,Released,Released,Released,Released,No,No,Released,Released,Released,Released,Released,Released,No,No,Released,Released,Released,Released,Released,No,Released,Released,Released,Released,No,Released,Released,Released,Released,No,Released,Released,Released
569,3TD,Internal Commissions Settlement for Sales,Sales,Order and Contract Management,Available,Released,No,Released,Released,Released,No,No,Released,Released,No,Released,No,No,Released,Released,No,Released,Released,Released,Released,No,Released,No,Released,Released,Released,No,Released,Released,Released,Released,No,No,Released,Released,Released,Released,Released,Released,No,No,Released,Released,Released,No,Released,No,No,Released,Released,Released,No,Released,Released,Released,Released,No,Released,Released,Planned
570,BKL,Invoice Correction Process with Credit Memo,Sales,Order and Contract Management,Available,Released,Released,Released,Released,Released,Released,No,Released,Released,Released,Released,Released,Released,Released,Released,Released,Released,Released,Released,Released,Released,Released,Released,Released,Released,Released,Released,Released,Released,Released,Released,Released,Released,Released,Released,Released,Released,Released,Released,Released,Released,Released,Released,Released,Released,Released,Released,Released,Released,Released,Released,Released,Released,Released,Released,Released,Released,Released,Released,Released
571,BDQ,Invoice Correction Process with Debit Memo,Sales,Order and Contract Management,Available,Released,Released,Released,Released,Released,Released,No,Released,Released,Released,Released,Released,Released,Released,Released,Released,Released,Released,Released,Released,Released,Released,Released,Released,Released,Released,Released,Released,Released,Released,Released,Released,Released,Released,Released,Released,Released,Released,Released,Released,Released,Released,Released,Released,Released,Released,Released,Released,Released,Released,Released,Released,Released,Released,Released,Released,Released,Released,Released,Released
572,BDD,Lean Customer Returns,Sales,Order and Contract Management,Available,Released,Released,Released,Released,Released,Released,Released,Released,Released,Released,Released,Released,Released,Released,Released,Released,Released,Released,Released,Released,Released,Released,Released,Released,Released,Released,Released,Released,Released,Released,Released,Released,Released,Released,Released,Released,Released,Released,Released,Released,Released,Released,Released,Released,Released,Released,Released,Released,Released,Released,Released,Released,Released,Released,Released,Released,Released,Released,Released,Released
573,1ZQ,Logistics with Third-Party Warehouse Management,Sales,Order and Contract Management,Available,Released,No,Released,Released,Released,No,No,Released,Released,No,Released,No,Released,Released,Released,No,Released,Released,Released,Released,No,Released,Released,Released,Released,Released,Released,Released,Released,Released,Released,No,No,Released,Released,Released,Released,Released,Released,No,No,Released,Released,Released,No,Released,No,Released,Released,Released,Released,No,Released,Released,Released,Released,No,Released,Released,Released
574,1MC,Omnichannel Convergent Billing,Sales,Order and Contract Management,Available,Released,Released,Released,Released,Released,Released,No,Released,Released,Released,Released,Released,Released,Released,Released,Released,Released,Released,Released,Released,Released,Released,Released,Released,Released,Released,Released,Released,Released,Released,Released,Released,Released,Released,Released,Released,Released,Released,Released,Released,Released,Released,Released,Released,Released,Released,Released,Released,Released,Released,Released,Released,Released,Released,Released,Released,Released,Released,Released,Released
575,1VP,Opportunity-to-Order with SAP Cloud for Customer,Sales,Order and Contract Management,Available,Released,No,Released,Released,Released,No,No,Released,Released,No,Released,No,Released,Released,Released,No,Released,Released,Released,Released,No,Released,No,Released,Released,Released,No,Released,Released,Released,Released,No,No,Released,Released,Released,Released,Released,Released,No,No,Released,Released,Released,No,Released,No,Released,Released,Released,Released,No,Released,Released,Released,Released,No,Released,Released,Released
576,1O0,Planning Apps for Sales,Sales,Order and Contract Management,Available,Released,Released,Released,Released,Released,Released,Released,Released,Released,Released,Released,Released,Released,Released,Released,Released,Released,Released,Released,Released,Released,Released,Released,Released,Released,Released,Released,Released,Released,Released,Released,Released,Released,Released,Released,Released,Released,Released,Released,Released,Released,Released,Released,Released,Released,Released,Released,Released,Released,Released,Released,Released,Released,Released,Released,Released,Released,Released,Released,Released
577,2YJ,Predictive Analytics Model Training - Sales,Sales,Order and Contract Management,Available,Released,Released,Released,Released,Released,No,Released,Released,Released,No,Released,No,Released,Released,Released,No,Released,Released,Released,Released,No,Released,No,Released,Released,Released,No,Released,Released,Released,Released,No,No,Released,Released,Released,Released,Released,Released,No,No,Released,Released,Released,No,Released,No,Released,Released,Released,Released,No,Released,Released,Released,Released,No,Released,Released,Released
578,54U,Produce and Sell Standard Products - Inventory Management,Sales,Order and Contract Management,Available,Released,Released,Released,Released,Released,Released,Released,Released,Released,No,Released,Released,Released,Released,Released,Released,Released,Released,Released,Released,Released,Released,Released,Released,Released,Released,No,Released,Released,Released,Released,No,No,Released,Released,Released,Released,Released,Released,No,No,Released,Released,Released,No,Released,No,Released,Released,Released,Released,No,Released,Released,Released,Released,No,Released,Released,Released
579,54V,Produce and Sell Standard Products - Warehouse Managed,Sales,Order and Contract Management,Available,Released,No,Released,Released,Released,No,Released,Released,Released,No,Released,No,Released,Released,Released,No,Released,Released,Released,Released,No,Released,Released,Released,Released,Released,No,Released,Released,Released,Released,No,No,Released,Released,Released,Released,Released,Released,No,No,Released,Released,Released,No,Released,No,Released,Released,Released,Released,No,Released,Released,Released,Released,No,Released,Released,Planned
580,BDW,Returnables Processing,Sales,Order and Contract Management,Available,Released,No,Released,Released,Released,Released,Released,Released,Released,No,Released,No,Released,Released,Released,Released,Released,Released,Released,Released,No,Released,Released,Released,Released,Released,No,Released,Released,Released,Released,No,No,Released,Released,Released,Released,Released,Released,No,No,Released,Released,Released,Released,Released,No,Released,Released,Released,Released,No,Released,Released,Released,Released,No,Released,Released,Released
